Lysate_sample	Dataset	Variable	Term	Value
L111	snake_230428	mixing_Sup	x2.5	0.27690400181420505
L111	snake_230428	mixing_Sup	x25	0.28085222546900335
L111	snake_230428	mixing_Sup	x50	0.28299590710019046
L111	snake_230428	mixing_Sup	x75	0.2853874022625926
L111	snake_230428	mixing_Sup	x97.5	0.2901930551534908
L111	snake_230428	mixing_Sup	n_eff	717.7468592773209
L111	snake_230428	mixing_Sup	Rhat	1.0076808011905631
L111	snake_230428	mixing_Pellet	mean	0.6756306023834093
L111	snake_230428	mixing_Pellet	se_mean	7.559235691656566e-5
L111	snake_230428	mixing_Pellet	sd	0.00226335442548538
L111	snake_230428	mixing_Pellet	x2.5	0.6711210476228278
L111	snake_230428	mixing_Pellet	x25	0.6740912842875273
L111	snake_230428	mixing_Pellet	x50	0.6755959709321209
L111	snake_230428	mixing_Pellet	x75	0.6772019443980388
L111	snake_230428	mixing_Pellet	x97.5	0.6799082759938418
L111	snake_230428	mixing_Pellet	n_eff	896.4980730594331
L111	snake_230428	mixing_Pellet	Rhat	1.003842555084663
L111	snake_230428	phi	mean	131.8991604652547
L111	snake_230428	phi	se_mean	0.10002741003662872
L111	snake_230428	phi	sd	3.002171703050656
L111	snake_230428	phi	x2.5	126.1680295475892
L111	snake_230428	phi	x25	129.90258404927954
L111	snake_230428	phi	x50	131.92034734158318
L111	snake_230428	phi	x75	133.90847871103304
L111	snake_230428	phi	x97.5	137.6775485940314
L111	snake_230428	phi	n_eff	900.8096012977304
L111	snake_230428	phi	Rhat	1.0052542735493892
L111	snake_230428	lp__	mean	245001333.86899525
L111	snake_230428	lp__	se_mean	0.05070950848891226
L111	snake_230428	lp__	sd	1.2643297289095314
L111	snake_230428	lp__	x2.5	245001330.52990815
L111	snake_230428	lp__	x25	245001333.3290623
L111	snake_230428	lp__	x50	245001334.1948487
L111	snake_230428	lp__	x75	245001334.744553
L111	snake_230428	lp__	x97.5	245001335.29082152
L111	snake_230428	lp__	n_eff	621.6442165620942
L111	snake_230428	lp__	Rhat	1.005880928800299
L112	snake_230428	mixing_Sup	mean	0.7310116263849464
L112	snake_230428	mixing_Sup	se_mean	4.487976329337035e-5
L112	snake_230428	mixing_Sup	sd	0.00154853965907794
L112	snake_230428	mixing_Sup	x2.5	0.7279647333503914
L112	snake_230428	mixing_Sup	x25	0.7299634345462116
L112	snake_230428	mixing_Sup	x50	0.7310194019304824
L112	snake_230428	mixing_Sup	x75	0.7320718694127137
L112	snake_230428	mixing_Sup	x97.5	0.734038209489837
L112	snake_230428	mixing_Sup	n_eff	1190.5387881223924
L112	snake_230428	mixing_Sup	Rhat	1.000500402507826
L112	snake_230428	mixing_Pellet	mean	0.20536927997317364
L112	snake_230428	mixing_Pellet	se_mean	4.55084921262984e-5
L112	snake_230428	mixing_Pellet	sd	0.00147219164501541
L112	snake_230428	mixing_Pellet	x2.5	0.2024430771195162
L112	snake_230428	mixing_Pellet	x25	0.2043690884522082
L112	snake_230428	mixing_Pellet	x50	0.20535285520285007
L112	snake_230428	mixing_Pellet	x75	0.20638957299055136
L112	snake_230428	mixing_Pellet	x97.5	0.20819453877121372
L112	snake_230428	mixing_Pellet	n_eff	1046.5110193173084
L112	snake_230428	mixing_Pellet	Rhat	0.9996850166000546
L112	snake_230428	phi	mean	321.7414607399641
L112	snake_230428	phi	se_mean	0.3573139675112219
L112	snake_230428	phi	sd	9.169519426848089
L112	snake_230428	phi	x2.5	303.8549793799174
L112	snake_230428	phi	x25	315.6633911546253
L112	snake_230428	phi	x50	321.743165342476
L112	snake_230428	phi	x75	327.7467760883275
L112	snake_230428	phi	x97.5	339.4550211404507
L112	snake_230428	phi	n_eff	658.5566862308086
L112	snake_230428	phi	Rhat	0.9996315195636412
L112	snake_230428	lp__	mean	241747062.76283967
L112	snake_230428	lp__	se_mean	0.04364124071438764
L112	snake_230428	lp__	sd	1.2042838577806567
L112	snake_230428	lp__	x2.5	241747059.62123305
L112	snake_230428	lp__	x25	241747062.20079935
L112	snake_230428	lp__	x50	241747063.03585857
L112	snake_230428	lp__	x75	241747063.66335076
L112	snake_230428	lp__	x97.5	241747064.2010021
L112	snake_230428	lp__	n_eff	761.4888562301359
L112	snake_230428	lp__	Rhat	1.006384726602315
L113	snake_230428	mixing_Sup	mean	0.4396157987049247
L113	snake_230428	mixing_Sup	se_mean	8.899054169255365e-5
L113	snake_230428	mixing_Sup	sd	0.00282686530671437
L113	snake_230428	mixing_Sup	x2.5	0.4339748288763174
L113	snake_230428	mixing_Sup	x25	0.43779007641647705
L113	snake_230428	mixing_Sup	x50	0.43959294603018817
L113	snake_230428	mixing_Sup	x75	0.44155057865278174
L113	snake_230428	mixing_Sup	x97.5	0.44514331111697825
L113	snake_230428	mixing_Sup	n_eff	1009.0728728260656
L113	snake_230428	mixing_Sup	Rhat	1.0016544376408507
L113	snake_230428	mixing_Pellet	mean	0.7047954248108604
L113	snake_230428	mixing_Pellet	se_mean	6.414355873940908e-5
L113	snake_230428	mixing_Pellet	sd	0.0021352596850429
L113	snake_230428	mixing_Pellet	x2.5	0.7007736730217599
L113	snake_230428	mixing_Pellet	x25	0.7033789135700294
L113	snake_230428	mixing_Pellet	x50	0.704773937886425
L113	snake_230428	mixing_Pellet	x75	0.7062170879230406
L113	snake_230428	mixing_Pellet	x97.5	0.7090323581512857
L113	snake_230428	mixing_Pellet	n_eff	1108.141700749695
L113	snake_230428	mixing_Pellet	Rhat	1.0014653090356178
L113	snake_230428	phi	mean	205.9655972051128
L113	snake_230428	phi	se_mean	0.175447559706969
L113	snake_230428	phi	sd	5.0723714330733545
L113	snake_230428	phi	x2.5	196.3973246181475
L113	snake_230428	phi	x25	202.51261868135407
L113	snake_230428	phi	x50	205.91830855111377
L113	snake_230428	phi	x75	209.23466888397667
L113	snake_230428	phi	x97.5	216.28787176747883
L113	snake_230428	phi	n_eff	835.8482393138156
L113	snake_230428	phi	Rhat	1.0067119449009578
L113	snake_230428	lp__	mean	259396781.9385108
L113	snake_230428	lp__	se_mean	0.049180312935638
L113	snake_230428	lp__	sd	1.26224387115472
L113	snake_230428	lp__	x2.5	259396778.67505625
L113	snake_230428	lp__	x25	259396781.41675657
L113	snake_230428	lp__	x50	259396782.25639105
L113	snake_230428	lp__	x75	259396782.83499485
L113	snake_230428	lp__	x97.5	259396783.3356043
L113	snake_230428	lp__	n_eff	658.7247261869552
L113	snake_230428	lp__	Rhat	1.0026532114222266
