# scer_aggregation_psup.txt 
# Generated:  Thu Sep 10 11:17:15 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
#   30C.repi:  sample grown at 30C, biological replicate i
#   xC.ymin: sample shocked for x min at y C
# 
orf	gene	n.detections_30C.rep1	n.peptides_30C.rep1	intensity.t_30C.rep1	intensity.s_30C.rep1	intensity.p_30C.rep1	psup_30C.rep1	psup.lo_30C.rep1	psup.hi_30C.rep1	n.detections_30C.rep2	n.peptides_30C.rep2	intensity.t_30C.rep2	intensity.s_30C.rep2	intensity.p_30C.rep2	psup_30C.rep2	psup.lo_30C.rep2	psup.hi_30C.rep2	n.detections_30C.rep3	n.peptides_30C.rep3	intensity.t_30C.rep3	intensity.s_30C.rep3	intensity.p_30C.rep3	psup_30C.rep3	psup.lo_30C.rep3	psup.hi_30C.rep3	n.detections_37C.8min	n.peptides_37C.8min	intensity.t_37C.8min	intensity.s_37C.8min	intensity.p_37C.8min	psup_37C.8min	psup.lo_37C.8min	psup.hi_37C.8min	n.detections_42C.8min	n.peptides_42C.8min	intensity.t_42C.8min	intensity.s_42C.8min	intensity.p_42C.8min	psup_42C.8min	psup.lo_42C.8min	psup.hi_42C.8min	n.detections_46C.2min	n.peptides_46C.2min	intensity.t_46C.2min	intensity.s_46C.2min	intensity.p_46C.2min	psup_46C.2min	psup.lo_46C.2min	psup.hi_46C.2min	n.detections_46C.4min	n.peptides_46C.4min	intensity.t_46C.4min	intensity.s_46C.4min	intensity.p_46C.4min	psup_46C.4min	psup.lo_46C.4min	psup.hi_46C.4min	n.detections_46C.8min	n.peptides_46C.8min	intensity.t_46C.8min	intensity.s_46C.8min	intensity.p_46C.8min	psup_46C.8min	psup.lo_46C.8min	psup.hi_46C.8min
YAL048C	GEM1	2	2	3724800	918590	2675260	0.1524	0.0571	0.3613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2232800	3718200	169140	0.9735	0.7141	0.9987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	60633600	53190410	12499500.0	0.5399	0.2646	0.7940	NA	NA	NA	NA	NA	NA	NA	NA
YAL049C	AIM2	2	3	7431500	29072200	877610	0.9052	0.7512	0.9678	2	2	6429920	8959800	2168770	0.8232	0.6089	0.9376	NA	NA	NA	NA	NA	NA	NA	NA	3	3	13386200	28859300	4574960	0.9500	0.7992	0.9910	3	2	4296330	2759770	601297.0	0.7963	0.4770	0.9509	1	1	4043600	49061000	16299000	0.6913	0.2899	0.9381	1	2	4536300	12612000	2539300.0	0.8024	0.5000	0.9452	NA	NA	NA	NA	NA	NA	NA	NA
YAL053W	FLC2	3	3	6937410	2902870	6732710	0.2828	0.1385	0.5076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6127900	569420	308140	0.3363	0.0411	0.9255	NA	NA	NA	NA	NA	NA	NA	NA	2	1	6312100	3126100	5904900	0.2665	0.0830	0.6013	1	1	6857000	2784800	6112900.0	0.2804	0.0814	0.6505	NA	NA	NA	NA	NA	NA	NA	NA
YAL055W	PEX22	2	2	2966430	943350	6355750	0.0987	0.0376	0.2469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1994100	201980	710910.0	0.0993	0.0112	0.5663	2	1	11095900	2069400	7210800	0.1182	0.0325	0.3698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL059W	ECM1	3	3	18785820	28821900	3879480	0.7225	0.4787	0.8837	NA	NA	NA	NA	NA	NA	NA	NA	2	2	854070.0	438560.0	607859.1	0.8246	0.3682	0.9792	NA	NA	NA	NA	NA	NA	NA	NA	1	2	4248700	2349100	1065800.0	0.4067	0.0837	0.8947	4	3	33687300	24617700	6499650	0.6270	0.3476	0.8477	4	4	78288800	48377900	11721880.0	0.7778	0.5952	0.8952	1	1	283430	398970.0	153530	0.6896	0.3461	0.9030
YAL060W	BDH1	2	2	4455900	9130800	2718720	0.7378	0.4777	0.9024	1	2	16969000	28922000	3596500	0.8996	0.6663	0.9809	1	1	3564300.0	5516400.0	123370.0	0.9758	0.6489	0.9993	2	1	11035500	9272900	1272450	0.9200	0.6135	0.9904	1	2	5386900	1808900	276460.0	0.8428	0.3449	0.9871	0	1	NA	NA	NA	0.8880	0.2342	0.9999	6	4	80821840	59955400	5358164.0	0.9529	0.9119	0.9759	2	2	369971	1414240.0	109952	0.9066	0.7864	0.9634
YAR002C-A	ERP1	11	6	97787920	24850580	164720500	0.1235	0.0827	0.1818	6	5	161005100	14313720	108603700	0.0986	0.0535	0.1763	8	4	32216040.0	4522122.0	6012661.0	0.1007	0.0444	0.2229	9	6	78543720	12551590	26426760	0.1090	0.0522	0.2156	6	5	141801500	11512450	36885376.3	0.0542	0.0227	0.1275	3	2	86743600	15353200	36612600	0.1851	0.0675	0.4494	15	5	349545100	95159110	421041300.0	0.1116	0.0778	0.1585	7	4	14681465	4283605.1	46912682	0.0891	0.0558	0.1387
YAR002W	NUP60	4	4	5398920	6665000	6845700	0.4369	0.2663	0.6304	2	1	333650	298030	123032	0.7122	0.4397	0.8897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	11901802	5235360	2334533.5	0.7221	0.3266	0.9423	3	3	12049200	10245500	4821000	0.5305	0.2518	0.8029	4	3	40438800	31795200	22834700.0	0.5186	0.3261	0.7043	2	2	708630	864180.0	1530160	0.3541	0.1679	0.6047
YAR003W	SWD1	1	1	5227400	15459000	5715500	0.6241	0.2680	0.8916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR007C	RFA1	13	10	94629730	124261790	14638660	0.8350	0.7584	0.8930	4	4	83661070	60366590	11806436	0.9113	0.8037	0.9622	2	2	3731500.0	2352880.0	314717.0	0.8372	0.3548	0.9848	6	6	28572600	13788080	4303550	0.8201	0.5658	0.9467	6	6	47552400	28552070	6073540.0	0.7496	0.4713	0.9113	4	3	48599300	36788700	3986230	0.8184	0.5607	0.9418	5	6	77757800	55741900	35290490.0	0.5807	0.3993	0.7535	4	3	9939793	16082372.0	16267324	0.4923	0.3218	0.6682
YAR008W	SEN34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	24405800	21937100	8739900.0	0.6245	0.3452	0.8453	NA	NA	NA	NA	NA	NA	NA	NA
YAR014C	BUD14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	15860000.0	9216500.0	243450.0	0.9665	0.5091	0.9991	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2435300	1199400	397620.0	0.6346	0.1372	0.9625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	272491	572120.0	253137	0.6677	0.4273	0.8437
YAR015W	ADE1	12	9	121750060	193874000	14968150	0.9276	0.8851	0.9559	3	3	60529800	33622000	4113410	0.9149	0.7836	0.9690	6	5	12189450.0	9972557.0	3974941.0	0.8048	0.5492	0.9427	10	7	108925977	40672440	23768305	0.7640	0.5609	0.8990	6	5	29157110	19926546	2826689.0	0.6242	0.3500	0.8404	9	7	126166100	142124600	46003680	0.8082	0.6664	0.9009	9	8	272463300	199292000	39370700.0	0.8803	0.8002	0.9301	7	4	16470830	48941080.0	3576506	0.9241	0.8745	0.9533
YAR019C	CDC15	1	1	5330200	10402000	809430	0.8519	0.5307	0.9680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	22651	47119.0	10775	0.7805	0.4552	0.9359
YAR027W	UIP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	16381100	4095400	9773100	0.1676	0.0497	0.4924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR028W	YAR028W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2187000	179150	1300100	0.0529	0.0089	0.2851	NA	NA	NA	NA	NA	NA	NA	NA	1	1	212990	437700.0	946560	0.3500	0.1381	0.6550
YAR042W	SWH1	2	2	7397540	10958300	4943050	0.5769	0.3061	0.8065	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1287700.0	818860.0	230110.0	0.7284	0.1699	0.9835	1	1	449000	1154700	236720	0.9060	0.4793	0.9923	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6012300	1286800	1806000	0.2245	0.0335	0.7438	4	3	17480300	6864570	10100910.0	0.3408	0.1917	0.5440	0	1	NA	NA	NA	0.2791	0.0010	0.8276
YBL002W	HTB2	35	9	1191345609	985932591	1160234895	0.4163	0.3509	0.4863	15	8	4617551540	1720603790	1978954058	0.4905	0.3681	0.6158	20	5	230924040.0	104563122.0	17539604.8	0.4827	0.3198	0.6617	25	7	2474313460	433591087	495137471	0.3438	0.2355	0.4759	17	8	586209070	166076903	69174281.0	0.4788	0.3191	0.6609	20	7	921138840	373322392	137261699	0.4210	0.2889	0.5760	25	7	1824307454	1389018502	1954510274.2	0.4685	0.3873	0.5527	23	8	287964854	319918753.2	517748436	0.4284	0.3544	0.5040
YBL004W	UTP20	25	20	139279628	130192501	67944970	0.4829	0.3992	0.5692	1	1	558030	1131400	1293900	0.5020	0.1854	0.8139	1	1	643970.0	1420700.0	252830.0	0.8718	0.3367	0.9933	2	2	3468800	8592900	5085900	0.8238	0.4697	0.9653	NA	NA	NA	NA	NA	NA	NA	NA	5	5	29999500	6422980	7808550	0.2341	0.1068	0.4679	27	23	264542400	47470262	203177250.0	0.1298	0.0985	0.1686	8	6	18674877	58762762.0	29789140	0.1540	0.1008	0.2308
YBL007C	SLA1	10	8	34917020	46850300	12681010	0.7458	0.6256	0.8396	1	1	660050	788670	276040	0.7357	0.3420	0.9402	NA	NA	NA	NA	NA	NA	NA	NA	4	3	1674963	1207490	249329	0.8591	0.5999	0.9676	3	3	4700081	16669200	2842300.0	0.8500	0.6279	0.9563	4	3	17020480	10419550	2018890	0.7577	0.4862	0.9198	11	8	100507200	78174000	45828800.0	0.6517	0.5310	0.7542	4	3	1152662	4430140.0	2308200	0.6068	0.4413	0.7539
YBL011W	SCT1	2	1	4010000	380340	10141600	0.0335	0.0126	0.0843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	9248300	507680	1447500.0	0.0719	0.0077	0.4643	NA	NA	NA	NA	NA	NA	NA	NA	3	2	34757900	3161470	38186800.0	0.0554	0.0243	0.1201	NA	NA	NA	NA	NA	NA	NA	NA
YBL015W	ACH1	7	5	26717750	42152800	11243570	0.7316	0.6008	0.8289	NA	NA	NA	NA	NA	NA	NA	NA	2	2	3503900.0	1385560.0	1506050.0	0.3153	0.0753	0.7641	4	3	16038700	6880700	4149420	0.7244	0.3891	0.9239	3	2	10060500	5969900	544950.0	0.8944	0.6183	0.9782	2	2	3913370	6522000	261679	0.9305	0.7115	0.9864	10	6	105960000	90739200	30753100.0	0.7274	0.6096	0.8181	NA	NA	NA	NA	NA	NA	NA	NA
YBL016W	FUS3	3	4	6267500	13435600	7001300	0.7432	0.5107	0.8825	2	1	4312700	1447290	1480490	0.4682	0.1929	0.7779	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2624400	932570	508830	0.6444	0.1211	0.9724	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2786500	2062900	769820	0.5726	0.1573	0.9186	1	1	1489400	4034800	5967700.0	0.4442	0.1755	0.7635	NA	NA	NA	NA	NA	NA	NA	NA
YBL017C	PEP1	11	8	33933290	22393400	25232770	0.3251	0.2278	0.4454	4	2	14076600	6328630	10706000	0.3062	0.1616	0.5035	1	2	602390.0	296530.0	177710.0	0.3595	0.0640	0.8733	1	1	2099500	336110	511340	0.2866	0.0370	0.8599	1	1	2709200	590420	1753600.0	0.1774	0.0260	0.6782	4	3	27552600	6288600	32178500	0.2262	0.1025	0.4740	14	11	103495700	52329900	83780700.0	0.3182	0.2331	0.4195	5	5	1534370	1494623.0	3756680	0.2699	0.1651	0.4255
YBL018C	POP8	1	1	417760	553420	762110	0.3776	0.1269	0.7312	1	1	1430000	892400	1264200	0.4134	0.1204	0.7881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	8893900	1654490	5361250.0	0.1834	0.0431	0.5534	2	2	7460900	2949700	2829800	0.3354	0.1027	0.7216	1	1	804160	569880	921150.0	0.3611	0.1159	0.7325	NA	NA	NA	NA	NA	NA	NA	NA
YBL022C	PIM1	15	13	35879492	81230110	18708152	0.7886	0.7105	0.8540	1	1	7109400	8078200	3240400	0.7103	0.3273	0.9261	3	3	3252050.0	5587480.0	2977559.0	0.8116	0.4746	0.9572	1	1	1553900	2238900	307300	0.9256	0.4838	0.9953	1	1	1208100	886700	869260.0	0.4726	0.0944	0.9038	3	2	12576700	9692090	1391270	0.7893	0.4699	0.9409	10	7	222624600	180693000	271136730.0	0.4450	0.3293	0.5666	3	3	1249770	1693540.0	5690740	0.2648	0.1414	0.4394
YBL023C	MCM2	8	7	47242125	66597600	9154467	0.8254	0.7127	0.8976	NA	NA	NA	NA	NA	NA	NA	NA	1	2	302350.0	664440.0	82023.0	0.9331	0.5805	0.9959	1	1	22959000	3518900	758220	0.7068	0.1272	0.9879	1	1	278870	94969	101170.0	0.3674	0.0550	0.8762	NA	NA	NA	NA	NA	NA	NA	NA	11	10	92797200	47746630	64233970.0	0.3724	0.2714	0.4870	2	2	1864430	3602500.0	4508700	0.4368	0.2317	0.6652
YBL024W	NCL1	40	22	213821410	435659950	26242987	0.9140	0.8889	0.9342	13	10	133440893	128797052	16291474	0.9308	0.8895	0.9561	13	9	21153590.0	21844480.0	1871854.0	0.8271	0.6570	0.9272	17	13	158053871	123323223	32424869	0.8408	0.7259	0.9163	14	10	180699615	108641483	74540356.3	0.8381	0.7024	0.9208	36	20	736598500	744398400	135661456	0.9079	0.8647	0.9384	30	16	585980100	529585800	231829960.0	0.8766	0.8380	0.9069	11	11	26872090	46414500.0	3141030	0.9246	0.8901	0.9490
YBL026W	LSM2	6	4	44787100	66655700	4329930	0.8748	0.7746	0.9338	2	2	44816200	39294300	4923100	0.9032	0.7237	0.9701	4	3	3005030.0	1373840.0	452228.6	0.8233	0.5260	0.9620	3	1	70318000	34091600	2376865	0.9895	0.9278	0.9985	3	2	13416900	6658270	1206397.0	0.8015	0.4446	0.9570	2	1	9804200	9405300	812910	0.8777	0.5564	0.9758	6	3	88172063	77905564	21987970.0	0.7617	0.6337	0.8614	4	4	5509210	6391250.0	2234340	0.7148	0.5411	0.8372
YBL028C	YBL028C	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1208330	893220	105472	0.9177	0.7461	0.9752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	4626500	3516380	737040	0.7058	0.3157	0.9348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL029W	YBL029W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	142530.0	2264300.0	6581400.0	0.7509	0.2713	0.9670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL030C	PET9	39	12	1425236330	137309610	2409881069	0.0487	0.0390	0.0609	22	11	1654408581	155533520	1770872241	0.0480	0.0345	0.0669	22	12	157203047.0	16102547.0	33707135.0	0.0805	0.0503	0.1309	30	12	1526930440	85691918	501141246	0.0481	0.0320	0.0706	15	8	392093930	94890162	154846141.0	0.0723	0.0418	0.1231	8	6	938023200	45259850	329128840	0.0381	0.0199	0.0707	38	12	1898505400	128988276	2150944820.0	0.0528	0.0424	0.0666	16	6	186441400	39177045.0	616402070	0.0450	0.0327	0.0619
YBL032W	HEK2	10	7	122814530	147127940	26729863	0.7312	0.6015	0.8294	14	6	115327070	65526400	17072288	0.8364	0.7558	0.8938	8	6	7989809.0	4811142.0	510333.0	0.8393	0.5986	0.9548	3	4	11434600	3698120	1841052	0.8016	0.4269	0.9665	3	3	17219540	2980339	880381.0	0.5326	0.1890	0.8722	8	6	89735300	45959260	8338050	0.6949	0.4829	0.8479	4	3	152030940	56825190	28660040.0	0.6198	0.4043	0.7959	5	4	1504772	2494189.0	3952096	0.3887	0.2487	0.5433
YBL033C	RIB1	2	2	8639301	18232460	602011	0.8782	0.7019	0.9600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.9518	0.2269	1.0000	4	4	7052740	2038370	1399170.0	0.3347	0.1336	0.6581	2	1	14017000	10751200	2410640	0.7059	0.3218	0.9331	3	3	22738800	8523300	8771400.0	0.4404	0.2480	0.6564	1	1	176530	79664.0	447980	0.1652	0.0504	0.4474
YBL034C	STU1	1	1	4083200	6127800	3906800	0.5155	0.1980	0.8290	1	1	81774	226240	55834	0.7946	0.4367	0.9539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	20658000	7698900	8009190.0	0.7208	0.4916	0.8743	NA	NA	NA	NA	NA	NA	NA	NA
YBL035C	POL12	3	3	14721700	16524700	3367190	0.7111	0.4672	0.8782	1	1	4299900	2478800	4671600	0.3427	0.1003	0.7201	1	1	665430.0	104940.0	208650.0	0.1860	0.0175	0.7950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	36276800	15577520	50505600.0	0.2510	0.1518	0.3869	NA	NA	NA	NA	NA	NA	NA	NA
YBL036C	YBL036C	6	5	42901560	80609100	4091640	0.8981	0.8118	0.9461	1	2	29794000	41149000	37449000	0.4967	0.1963	0.8224	2	2	457280.0	277561.0	28806.2	0.8020	0.3513	0.9785	1	1	7564700	4464100	410060	0.9344	0.4942	0.9964	4	3	18246305	10490063	12297206.0	0.4711	0.2054	0.7973	1	3	17030000	1149400	2801700	0.2025	0.0642	0.5883	7	5	120640600	93089500	18402900.0	0.9022	0.8280	0.9454	2	2	872015	3277190.0	136216	0.9327	0.8396	0.9723
YBL037W	APL3	3	3	1497852	4632300	1440130	0.6891	0.4856	0.8450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	39101300	12753300	9686400.0	0.4865	0.2658	0.7207	NA	NA	NA	NA	NA	NA	NA	NA
YBL039C	URA7	35	18	249656280	521440800	61333398	0.8683	0.8313	0.8982	8	6	275164900	232445700	51643590	0.8412	0.7290	0.9116	16	9	54253130.0	54026460.0	2482072.2	0.9687	0.9245	0.9872	24	13	259555590	199350129	109856272	0.7871	0.6721	0.8703	21	10	237900120	127532580	64775885.0	0.5758	0.4289	0.7099	15	8	374990800	324329780	81022500	0.5818	0.4311	0.7341	30	15	528335420	303750210	296889700.0	0.4404	0.3680	0.5160	13	8	35598618	47745422.0	80355266	0.3921	0.3025	0.4882
YBL040C	ERD2	1	1	20197000	9234200	15231000	0.2903	0.0768	0.7039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	14716000	6106200	16889000.0	0.2457	0.0669	0.5988	NA	NA	NA	NA	NA	NA	NA	NA
YBL041W	PRE7	14	11	88080209	167344900	19031671	0.8565	0.7878	0.9049	7	5	205202000	109652700	23569970	0.8948	0.7987	0.9460	7	3	43831520.0	45330785.7	4242753.2	0.8508	0.6010	0.9588	4	3	36705620	17326410	12435089	0.7769	0.4694	0.9454	10	5	48337800	33256280	5715068.0	0.8421	0.6940	0.9294	5	4	110452100	151614800	22279000	0.7610	0.5223	0.9082	14	9	328318500	220489300	56422190.0	0.7538	0.6588	0.8308	6	6	12507110	25507900.0	12996360	0.7115	0.5741	0.8194
YBL045C	COR1	19	11	167555280	181125360	125476149	0.4891	0.3864	0.5955	14	8	270401100	135276990	188357140	0.4831	0.3606	0.6119	9	7	23675410.0	11450530.0	4338248.0	0.5146	0.3039	0.7440	13	12	189329450	51020920	42567495	0.4262	0.2646	0.6204	13	10	83432733	25941824	28960176.5	0.4547	0.2908	0.6406	12	9	299169400	143844830	35848365	0.6135	0.4195	0.7833	20	15	318859811	186081889	186075613.0	0.4466	0.3560	0.5468	10	7	17153270	27149422.0	35252986	0.4310	0.3227	0.5481
YBL046W	PSY4	1	1	2681400	4311300	281630	0.8742	0.5510	0.9753	NA	NA	NA	NA	NA	NA	NA	NA	1	1	370370.0	361700.0	69006.0	0.8239	0.2271	0.9907	NA	NA	NA	NA	NA	NA	NA	NA	1	1	94036	2097700	820100.0	0.7818	0.3703	0.9644	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0266	0.0040	0.2396	NA	NA	NA	NA	NA	NA	NA	NA
YBL047C	EDE1	21	19	75786640	175689000	17462876	0.8967	0.8563	0.9283	2	4	794503	1312450	69941	0.9382	0.8018	0.9814	3	3	6250560.0	9115000.0	1333520.0	0.8983	0.6326	0.9809	3	2	27638900	23483900	2606530	0.9202	0.6728	0.9870	3	4	3051170	2930420	476569.0	0.9125	0.6793	0.9818	6	7	126315600	104939700	14583620	0.8215	0.6326	0.9261	27	18	306692192	264378687	48028516.5	0.8609	0.8173	0.8939	8	5	5805500	14373710.0	3647383	0.7824	0.6814	0.8592
YBL049W	MOH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	938230.0	599800.0	1526100.0	0.3902	0.0572	0.9044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	17290000	50581000.0	3478100	0.9121	0.7276	0.9753
YBL050W	SEC17	6	6	17621110	6130540	29103800	0.1881	0.1243	0.2782	8	5	52479680	15902330	54478240	0.2721	0.1690	0.4062	0	1	NA	NA	NA	0.0287	0.0017	0.4532	7	6	57186800	11157358	18307020	0.0633	0.0274	0.1457	6	4	59586030	7758252	18768601.0	0.0927	0.0389	0.2121	3	3	49929000	17558900	24564600	0.2749	0.1026	0.6026	4	3	46855300	14980200	31564500.0	0.2546	0.1305	0.4341	4	5	407540	493606.5	1767996	0.2312	0.1387	0.3594
YBL051C	PIN4	1	2	377460	1840200	58618	0.9259	0.7161	0.9844	0	1	NA	NA	NA	0.7330	0.1752	0.9997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.9737	0.4866	1.0000	2	1	20813900	21560800	1547250	0.8887	0.6010	0.9807	4	3	12772400	15705600	3931320.0	0.8405	0.6889	0.9247	2	2	3309460	9111900.0	3174430	0.7054	0.4695	0.8619
YBL052C	SAS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0291	0.0011	0.4193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL055C	YBL055C	2	2	4207500	3870800	427320	0.8510	0.6095	0.9550	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1082700.0	573010.0	213990.0	0.6275	0.1908	0.9426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	11349000	6110300	55094800.0	0.2654	0.1130	0.5164	NA	NA	NA	NA	NA	NA	NA	NA
YBL056W	PTC3	1	2	2446	345480	47553	0.7741	0.4950	0.9314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	11298100	3183070	1834418.0	0.5816	0.2650	0.8686	7	4	56040430	41954150	4922210	0.8018	0.5990	0.9164	1	1	5428100	5214800	4286200.0	0.5131	0.1873	0.8417	NA	NA	NA	NA	NA	NA	NA	NA
YBL057C	PTH2	2	4	6994000	1401480	13849900	0.0758	0.0325	0.1716	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2144300.0	134580.0	431240.0	0.0625	0.0063	0.5049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	83946700	8565520	91108300.0	0.0328	0.0146	0.0761	NA	NA	NA	NA	NA	NA	NA	NA
YBL058W	SHP1	7	8	6186040	15620430	668549	0.9261	0.8701	0.9591	5	3	20245900	34587700	12840870	0.8682	0.7560	0.9315	1	2	2231600.0	1459400.0	105310.0	0.8508	0.3731	0.9935	4	5	24225200	14388660	2457929	0.9018	0.6947	0.9771	13	7	54317340	71451788	12352750.0	0.8534	0.7452	0.9202	9	5	68024100	74589970	22531130	0.7563	0.5867	0.8728	11	6	280113950	245404590	59177294.0	0.8130	0.7264	0.8767	9	6	2317045	8128500.0	1775655	0.8288	0.7564	0.8835
